Código;Código Generico Centro;Nombre Centro;Area Territorial;Titularidad;Tel;Fax;Web;E-Mail;Provincia;Municipio;Localidad;Código Postal;Dirección;Número
28021999;CPR INF-PRI-SEC;LA NATIVIDAD;Madrid-Capital;Privado Concertado;917924502;917924502;http://www.educa.madrid.org/cc.lanatividad.madrid;cc.lanatividad.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28041;CALLE ;4
28022104;CPR INF-PRI-SEC;LOS OLMOS;Madrid-Capital;Privado Concertado;914009860;;http://www.educa.madrid.org/cc.losolmos.madrid;cc.losolmos.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28007;CALLE  DE LOS ASTROS;13
28022128;CPR INF-PRI;LAS NACIONES;Madrid-Capital;Privado;914135276;914154238;;clglasnaciones@hotmail.com;MADRID;MADRID;MADRID;28016;AVENIDA  DE ALFONSO XIII;90
28022335;CPR INF-PRI-SEC;TRABENCO;Madrid-Capital;Privado Concertado;917856368;915079149;http://www.educa.madrid.org/cc.trabenco.madrid;cc.trabenco.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28053;CALLE  DE LA REGUERA DE TOMATEROS;103
28022414;CPR INF-PRI-SEC;BIENAVENTURADA VIRGEN MARIA;Madrid-Capital;Privado Concertado;914623372;915251742;http://www.educa.madrid.org/cc.bienaventuradavmaria.madrid;cc.bienaventuradavmaria.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28047;CALLE  DE CULLERA;17
28022475;CPR INF-PRI-SEC;INSTITUCION PROFESIONAL SALESIANA;Madrid-Capital;Privado Concertado;915087640;915086152;http://www.educa.madrid.org/cc.salesianoscarabanchel.madrid;cc.salesianoscarabanchel.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28044;RONDA  DE DON BOSCO;3
28022487;CPR INF-PRI;NERVION;Madrid-Capital;Privado Concertado;915623030;915629180;http://www.educa.madrid.org/cc.nervion.madrid;cc.nervion.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28002;CALLE  DEL NERVIÓN;2
28022499;CPR INF-PRI-SEC;NTRA. SRA. DE FATIMA;Madrid-Capital;Privado Concertado;914757880;914761234;http://www.educa.madrid.org/cc.nsdefatima.madrid;cc.nsdefatima.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28026;CALLE  DE MANUEL MUÑOZ;30
28022529;CPR INF-PRI;CERVANTES;Madrid-Capital;Privado Concertado;914606748;914608036;http://www.educa.madrid.org/cc.cervantes.madrid;cc.cervantes.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28025;CALLE  DE ELVAS;2
28022566;CPR INF-PRI-SEC;COLEGIO DE JESUS;Madrid-Capital;Privado Concertado;917476014;91 3295868;http://www.educa.madrid.org/cc.colegiodejesus.madrid;cc.colegiodejesus.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28042;CALLE  DEL TIMÓN;18
28022633;CPR INF-PRI-SEC;NTRA. SRA. DE LAS DELICIAS;Madrid-Capital;Privado Concertado;915274934;915280168;http://www.educa.madrid.org/cc.nsdelasdelicias.madrid;cc.nsdelasdelicias.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28045;PASEO  DE LAS DELICIAS;67
28022839;CPR INF-PRI-SEC;MARIA AUXILIADORA;Madrid-Oeste;Privado Concertado;913077712;913728338;http://www.educa.madrid.org/cc.mauxiliadora.majadahonda;cc.mauxiliadora.majadahonda@educa.madrid.org;MADRID;MAJADAHONDA;MAJADAHONDA;28221;CALLE  VIRGEN DE ICÍAR;4
28022918;CPR INF-PRI;SAN PABLO;Madrid-Norte;Privado Concertado;918443579;918443579;http://www.educa.madrid.org/cc.sanpablo.miraflores;cc.sanpablo.miraflores@educa.madrid.org;MADRID;MIRAFLORES DE LA SIERRA;MIRAFLORES DE LA SIERRA;28792;CALLE  SAN PABLO;s/n
28023030;CPR INF-PRI-SEC;LICEO VILLA FONTANA;Madrid-Sur;Privado;916459211;916459833;;gregorio@liceovf.org;MADRID;MÓSTOLES;MOSTOLES;28936;AVENIDA  DE CARLOS V;27
28023066;CPR INF-PRI-SEC;VILLA DE MOSTOLES;Madrid-Sur;Privado Concertado;916453055;916457401;http://www.educa.madrid.org/cc.villademostoles.mostoles;cc.villademostoles.mostoles@educa.madrid.org;MADRID;MÓSTOLES;MOSTOLES;28938;CALLE  CAMINO DE HUMANES;40
28023081;CPR INF-PRI-SEC;BALMES;Madrid-Sur;Privado Concertado;916474159;916474176;http://www.educa.madrid.org/cc.balmes.mostoles;cc.balmes.mostoles@educa.madrid.org;MADRID;MÓSTOLES;MOSTOLES;28935;CALLE  DEL RÍO LLOBREGAT;2
28023121;CPR INF-PRI-SEC;COLEGIO VILLAEUROPA ;Madrid-Sur;Privado Concertado;916170269;916640700;http://www.educa.madrid.org/cc.villaeuropa.mostoles;cc.villaeuropa.mostoles@educa.madrid.org;MADRID;MÓSTOLES;MOSTOLES;28935;CALLE  DE BENITO PÉREZ GALDÓS;13
28023224;CPR INF-PRI-SEC;NTRA. SRA. DEL CARMEN;Madrid-Sur;Privado Concertado;916456723;916456118;http://www.educa.madrid.org/cc.nscarmen.mostoles;cc.nscarmen.mostoles@educa.madrid.org;MADRID;MÓSTOLES;MOSTOLES;28938;CALLE  CHILE;4
28023248;CPR INF-PRI;LICEO SAN LUIS;Madrid-Sur;Privado Concertado;916131406;916131406;http://www.educa.madrid.org/cc.liceosanluis.mostoles;cc.liceosanluis.mostoles@educa.madrid.org;MADRID;MÓSTOLES;MOSTOLES;28938;CALLE  CAMINO DE HUMANES;12
28023315;CPR INF-PRI-SEC;SAN LUIS GONZAGA;Madrid-Sur;Privado Concertado;918110915;918110915;;slg@sanluisgonzaga.org;MADRID;NAVALCARNERO;NAVALCARNERO;28600;CALLE  DE SAN COSME;5
28023376;CPR INF-PRI-SEC;INTERNACIONAL EUROVILLAS;Madrid-Este;Privado Concertado;918735282;918735282;http://www.educa.madrid.org/cc.internacionaleurovillas.nuevobaztan;cc.internacionaleurovillas.nuevobaztan@educa.madrid.org;MADRID;NUEVO BAZTÁN;NUEVO BAZTAN;28514;CALLE  POSADA DE CASTILLA I;107
28023698;CPR INF-PRI-SEC;NTRA. SRA. DE LA PROVIDENCIA;Madrid-Sur;Privado Concertado;916910303;91.692.27.95;http://www.educa.madrid.org/cc.nsdelaprovidencia.pinto;cc.nsdelaprovidencia.pinto@educa.madrid.org;MADRID;PINTO;PINTO;28320;CALLE  DE SAN JOSÉ;1
28023704;CPR INF-PRI-SEC;SAGRADA FAMILIA;Madrid-Sur;Privado Concertado;916911026;916922597;http://www.educa.madrid.org/cc.sagradafamilia.pinto;cc.sagradafamilia.pinto@educa.madrid.org;MADRID;PINTO;PINTO;28320;CALLE  DE LA SAGRADA FAMILIA;3
28023716;CPR INF-PRI-SEC;SANTO DOMINGO DE SILOS;Madrid-Sur;Privado Concertado;916912950;916920696;http://www.educa.madrid.org/cc.santodomingodesilos.pinto;cc.santodomingodesilos.pinto@educa.madrid.org;MADRID;PINTO;PINTO;28320;CALLE  DE SANTA TERESA;7
28023832;CPR INF-PRI-SEC;SAN JOSE DE CLUNY;Madrid-Oeste;Privado Concertado;913520648;913524025;http://www.educa.madrid.org/cc.sanjosecluny.pozuelodealarcon;cc.sanjosecluny.pozuelodealarcon@educa.madrid.org;MADRID;POZUELO DE ALARCÓN;POZUELO DE ALARCON;28224;AVENIDA  JUAN XXIII;7
28023844;CPR INF-PRI-SEC;HOGAR DEL BUEN CONSEJO;Madrid-Oeste;Privado Concertado;913520181;917157926;http://www.educa.madrid.org/cc.hbconsejo.pozuelodealarcon;cc.hbconsejo.pozuelodealarcon@educa.madrid.org;MADRID;POZUELO DE ALARCÓN;POZUELO DE ALARCON;28224;PASEO  CONCEPCIÓN;12
28023868;CPR INF-PRI-SEC;SAN LUIS DE LOS FRANCESES;Madrid-Oeste;Privado;913520517;913510843;;s_louis@stlouisfrancais.com;MADRID;POZUELO DE ALARCÓN;POZUELO DE ALARCON;28223;CALLE  DE PORTUGALETE;1
28023935;CPR INF-PRI-SEC;INSTITUTO VERITAS;Madrid-Oeste;Privado Concertado;913520549;913520429;http://www.educa.madrid.org/cc.veritas.pozuelodealarcon;cc.veritas.pozuelodealarcon@educa.madrid.org;MADRID;POZUELO DE ALARCÓN;POZUELO DE ALARCON;28223;CARRETERA  M-502 (CARABANCHEL);KM5,5
28023947;CPR INF-PRI-SEC;ESCUELAS PIAS DE SAN FERNANDO;Madrid-Oeste;Privado Concertado;917150408;913529833;http://www.educa.madrid.org/cc.escuelaspiassanfernando.pozuelodealarcon;cc.escuelaspiassanfernando.pozuelodealarcon@educa.madrid.org;MADRID;POZUELO DE ALARCÓN;POZUELO DE ALARCON;28224;AVENIDA  BULARAS;1
28023984;CPR INF-PRI-SEC;EVEREST;Madrid-Oeste;Privado;917994888;917994881;;secretaria@colegioeverest.net;MADRID;POZUELO DE ALARCÓN;POZUELO DE ALARCON;28223;AVENIDA  DE MONTECLARO;s/n
28023996;CPR INF-PRI-SEC;LICEO SOROLLA C;Madrid-Oeste;Privado;917150560;917152662;;jmbrusint@liceosorolla.es;MADRID;POZUELO DE ALARCÓN;POZUELO DE ALARCON;28224;AVENIDA  BULARAS;4
28024186;CPR INF-PRI-SEC;BERRIZ-VERACRUZ;Madrid-Oeste;Privado Concertado;916303733;916309042;http://www.educa.madrid.org/cc.berrizveracruz.lasrozas;cc.berrizveracruz.lasrozas@educa.madrid.org;MADRID;ROZAS DE MADRID, LAS;ROZAS DE MADRID (LAS);28232;CALLE ;3
28024198;CPR INF-PRI-SEC;CRISTO REY;Madrid-Oeste;Privado Concertado;916392747;916342691;http://www.educa.madrid.org/cc.cristorey.lasrozas;cc.cristorey.lasrozas@educa.madrid.org;MADRID;ROZAS DE MADRID, LAS;ROZAS DE MADRID (LAS);28231;CARRETERA  ROZAS-MAJADAHONDA;4
28024228;CPR INF-PRI-SEC;SANTA MARIA DE LAS ROZAS;Madrid-Oeste;Privado Concertado;916376661;916407274;http://www.educa.madrid.org/cc.santamaria.lasrozas;cc.santamaria.lasrozas@educa.madrid.org;MADRID;ROZAS DE MADRID, LAS;ROZAS DE MADRID (LAS);28231;CALLE  DE LA MADRE MARÍA DOLORES SEGARRA;1
28024381;CPR INF-PRI-SEC;LA INMACULADA CONCEPCION;Madrid-Oeste;Privado Concertado;918901855;918903441;http://www.educa.madrid.org/cc.inmaculadaconcepcion.sanlorenzo;cc.inmaculadaconcepcion.sanlorenzo@educa.madrid.org;MADRID;SAN LORENZO DE EL ESCORIAL;SAN LORENZO DE EL ESCORIAL;28200;CALLE  MADRE CARMEN SALLES;8
28024393;CPR INF-PRI-SEC;REAL COLEGIO ALFONSO XII;Madrid-Oeste;Privado Concertado;918905711;918903190;http://www.educa.madrid.org/cc.rcalfonsodoce.sanlorenzo;cc.rcalfonsodoce.sanlorenzo@educa.madrid.org;MADRID;SAN LORENZO DE EL ESCORIAL;SAN LORENZO DE EL ESCORIAL;28200;AVENIDA  JUAN DE BORBÓN Y BATTENBERG;2
28024575;CPR INF;MI COLE;Madrid-Norte;Privado Concertado;916527603;;;micole-69@hotmail.com;MADRID;SAN SEBASTIÁN DE LOS REYES;SAN SEBASTIAN DE LOS REYES;28701;AVENIDA  DE COLMENAR VIEJO;22
28024654;CPR INF-PRI-SEC;COLEGIO INTERNACIONAL SEK-CIUDALCAMPO;Madrid-Norte;Privado;916596303;916596304;;sek-ciudalcampo@sek.es,mclagar@sek.es;MADRID;SAN SEBASTIÁN DE LOS REYES;CIUDALCAMPO;28707;PASEO  DE LAS PERDICES;2
28024812;CPR INF-PRI-SEC;EL PILAR;Madrid-Norte;Privado Concertado;918476927;918480065;http://www.educa.madrid.org/cc.elpilar.soto;cc.elpilar.soto@educa.madrid.org;MADRID;SOTO DEL REAL;SOTO DEL REAL;28791;CALLE  REAL;21
28024897;CPR INF-PRI-SEC;SAN JUAN BOSCO;Madrid-Este;Privado Concertado;916755196;916487541;http://www.educa.madrid.org/cc.sjuanbosco.torrejondeardoz;cc.sjuanbosco.torrejondeardoz@educa.madrid.org;MADRID;TORREJÓN DE ARDOZ;TORREJON DE ARDOZ;28850;CALLE  HIERRO;41
28024915;CPR INF-PRI-SEC;ALBA;Madrid-Este;Privado Concertado;916566925;916566925;http://www.educa.madrid.org/cc.alba.torrejondeardoz;cc.alba.torrejondeardoz@educa.madrid.org;MADRID;TORREJÓN DE ARDOZ;TORREJON DE ARDOZ;28850;CALLE  MANUEL SANDOVAL;26
28024988;CPR INF-PRI-SEC;SAN JUAN EVANGELISTA;Madrid-Este;Privado Concertado;916750806;916750806;http://www.educa.madrid.org/cc.sanjuanevangelista.torrejondeardoz;cc.sanjuanevangelista.torrejondeardoz@educa.madrid.org;MADRID;TORREJÓN DE ARDOZ;TORREJON DE ARDOZ;28850;CALLE  VALLE DEL TORMES;2 V
28024991;CPR INF-PRI-SEC;J.A.B.Y.;Madrid-Este;Privado Concertado;916750360;916779310;http://www.educa.madrid.org/cc.jaby.torrejondeardoz;cc.jaby.torrejondeardoz@educa.madrid.org;MADRID;TORREJÓN DE ARDOZ;TORREJON DE ARDOZ;28850;CALLE  CRISTO;22
28025166;CPR INF-PRI-SEC;SAN IGNACIO DE LOYOLA;Madrid-Oeste;Privado Concertado;918591919;918596660;http://www.educa.madrid.org/cc.sanignaciodeloyola.torrelodones;cc.sanignaciodeloyola.torrelodones@educa.madrid.org;MADRID;TORRELODONES;TORRELODONES;28250;PASEO  DE ANDRÉS VERGARA;5
28025336;CPR INF-PRI-SEC;SAN JOSE;Madrid-Sur;Privado Concertado;918950922;918954360;http://www.educa.madrid.org/cc.sanjose.valdemoro;cc.sanjose.valdemoro@educa.madrid.org;MADRID;VALDEMORO;VALDEMORO;28342;PLAZA  DEL CONDE;5
28025348;CPR INF-PRI-SEC;MARQUES DE VALLEJO;Madrid-Sur;Privado;918950059;918084380;;marquesdevallejo@yahoo.es;MADRID;VALDEMORO;VALDEMORO;28341;PASEO ;
28025361;CPR INF-PRI-SEC;SAMER CALASANZ;Madrid-Sur;Privado Concertado;918951130;918082320;http://www.educa.madrid.org/cc.samercalasanz.valdemoro;cc.samercalasanz.valdemoro@educa.madrid.org;MADRID;VALDEMORO;VALDEMORO;28342;CALLE  TENERÍAS;30
28025579;CPR INF-PRI-SEC;COLEGIO INTERNACIONAL SEK-EL CASTILLO;Madrid-Oeste;Privado;918150892;918151140;http://www.educa.madrid.org/cpr.sek-elcastillo.villafranca;sek-castillo@sek.es,mpereda@sek.es;MADRID;VILLANUEVA DE LA CAÑADA;VILLAFRANCA DEL CASTILLO;28692;CALLE  CASTILLO DE ALARCÓN;49
28025646;CPR INF-PRI-SEC;SANTA ELENA;Madrid-Este;Privado Concertado;918744043;918744043;http://www.educa.madrid.org/cc.santaelena.villarejo;cc.santaelena.villarejo@educa.madrid.org;MADRID;VILLAREJO DE SALVANÉS;VILLAREJO DE SALVANES;28590;CALLE  DE LUIS DE REQUESENS;12
28025695;CPR INF-PRI-SEC;COLEGIO ALCALA;Madrid-Sur;Privado Concertado;916160203;916160694;http://www.educa.madrid.org/cc.alcala.villaviciosa;cc.alcala.villaviciosa@educa.madrid.org;MADRID;VILLAVICIOSA DE ODÓN;VILLAVICIOSA DE ODON;28670;CALLE  ALFÉREZ LUIS MARTÍN VIDALES;1
28025713;CPR INF-PRI-SEC;BOSQUE REAL COLLEGE;Madrid-Sur;Privado;916167250;916167302;;sectecnica@everestelbosque.com;MADRID;VILLAVICIOSA DE ODÓN;VILLAVICIOSA DE ODON;28670;CALLE  DUERO;47
28026110;CPR INF-PRI;DOSPARQUES;Madrid-Capital;Privado Concertado;914739985;914739985;http://www.educa.madrid.org/cc.dosparques.madrid;cc.dosparques.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28005;CALLE  DE SAN ANASTASIO;4
28026183;CPR INF-PRI-SEC;JOYFE;Madrid-Capital;Privado;914082263;913772259;;joyfe@joyfe.es;MADRID;MADRID;MADRID;28017;CALLE  DE VITAL AZA;65
28026420;CPR INF-PRI-SEC;LOS ANGELES;Madrid-Sur;Privado Concertado;916960843;916832314;http://www.educa.madrid.org/cc.losangeles.getafe;cc.losangeles.getafe@educa.madrid.org;MADRID;GETAFE;GETAFE;28905;CALLE  PRADO DE ACEDINOS;s/n
28026444;CPR INF-PRI-SEC;COLEGIO CAMINO REAL;Madrid-Este;Privado Concertado;916751535;916766257;;mcarmen.secretaria@colegiocaminoreal.com;MADRID;TORREJÓN DE ARDOZ;TORREJON DE ARDOZ;28850;AVENIDA  CONSTITUCIÓN;190
28026456;CPR INF-PRI-SEC;AMANECER;Madrid-Sur;Privado;916439092;916438242;;esther@colegioamanecer.com;MADRID;ALCORCÓN;ALCORCÓN;28922;AVENIDA  DE PABLO IGLESIAS;s/n
28028490;CPR INF;PIPO'S;Madrid-Capital;Privado;914736299;;;;MADRID;MADRID;MADRID;28045;CALLE  DE CÁCERES;50
28028507;CPR INF;ADELA ABRINES CASTAÑOS;Madrid-Capital;Privado Concertado;917053100;917059447;;adelaabrines@agci.es;MADRID;MADRID;MADRID;28044;CALLE  DE GARROVILLAS;4
28028659;CPR INF-PRI-SEC;NTRA. SRA. DE LORETO;Madrid-Capital;Privado;917430100;917430101;;luisamg@cnsloreto.com;MADRID;MADRID;MADRID;28027;CALLE  DEL GENERAL ARANAZ;66
28029159;CPR INF-PRI;LUIS FEITO;Madrid-Capital;Privado Concertado;914623137;914623137;;cc.luisfeito.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28047;CALLE  DE LUIS FEITO;19
28029494;CPR INF-PRI-SEC;ARCANGEL RAFAEL;Madrid-Capital;Privado;917119300;915186838;http://www.educa.madrid.org/cpr.arcangelrafael.madrid;colegio@colegio-arcangel.com;MADRID;MADRID;MADRID;28024;CALLE  DE MAQUEDA;4
28029573;CPR INF-PRI-SEC;SAGRADO CORAZON REPARADORAS;Madrid-Oeste;Privado Concertado;916387711;916344174;http://www.educa.madrid.org/cc.screparadoras.majadahonda;cc.screparadoras.majadahonda@educa.madrid.org sagcomaj@planalfa.es;MADRID;MAJADAHONDA;MAJADAHONDA;28220;AVENIDA  GUADARRAMA;10
28029780;CPR INF-PRI-SEC;LOS PEÑASCALES;Madrid-Oeste;Privado;916300563;916301237;;contacto@colegiolospenascales.com;MADRID;ROZAS DE MADRID, LAS;ROZAS DE MADRID (LAS);28290;AVENIDA  DEL PARDO;s/n
28030058;CPR INF-PRI-SEC;PARQUE;Madrid-Oeste;Privado;902010911;918593852;;secretaria@colegioparque.com;MADRID;GALAPAGAR;GALAPAGAR;28420;CALLE  PIAMONTE;19
28030277;CPR INF;BASE I;Madrid-Capital;Privado;913592104;913598375;;secretaria.ei@colegiobase.com;MADRID;MADRID;MADRID;28016;CALLE  DE FERNÁN NÚÑEZ;12
28030289;CPR INF-PRI-SEC;NTRA. SRA. DE MORATALAZ;Madrid-Capital;Privado Concertado;914392146;914392146;http://www.educa.madrid.org/cc.nsmoratalaz.madrid;cc.nsmoratalaz.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28030;AVENIDA  DE MORATALAZ;91
28030319;CPR INF;NAZARET;Madrid-Capital;Privado Concertado;915617244;915617244;;ceinazaret_se_m@telefonica.net;MADRID;MADRID;MADRID;28002;CALLE  DE QUINTILIANO;3
28031609;CPR INF;NIRO;Madrid-Capital;Privado;915524561;;;;MADRID;MADRID;MADRID;28014;CALLE  DE ANDRÉS TORREJÓN;18
28031646;CPR INF-PRI-SEC;ORVALLE;Madrid-Oeste;Privado;690056228;916319676;;orvalle@orvalle.es;MADRID;ROZAS DE MADRID, LAS;ROZAS DE MADRID (LAS);28290;AVENIDA  ANDRAITX;1
28031658;CPR INF-PRI-SEC;ESCUELA LIBRE MICAEL;Madrid-Oeste;Privado;916375287;916360957;;direccion@escuelamicael.com;MADRID;ROZAS DE MADRID, LAS;ROZAS DE MADRID (LAS);28231;CARRETERA  DE LA CORUÑA;k21,3
28031993;CPR INF-PRI-SEC;NTRA. SRA. DE LA VEGA;Madrid-Capital;Privado Concertado;917386700;917386060;http://www.educa.madrid.org/cc.nsdelavega.madrid;cc.nsdelavega.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28029;CALLE  DE CHANTADA;28
28032109;CPR INF;SANTA LUISA;Madrid-Capital;Privado Concertado;917960853;917961671;;sta.luisa@planalfa.es;MADRID;MADRID;MADRID;28021;CALLE  DEL TÁNTALO;21
28032183;CPR INF-PRI;VIRGEN MILAGROSA;Madrid-Capital;Privado Concertado;917638756;913820428;http://www.educa.madrid.org/cc.virgenmilagrosa.madrid;cc.virgenmilagrosa.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28033;CALLE  DEL MAR DE CORAL;3
28032195;CPR INF-PRI;CENIT;Madrid-Capital;Privado Concertado;914087145;914087145;http://www.educa.madrid.org/cc.cenit.madrid;cc.cenit.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28017;CALLE  DE VITAL AZA;31
28032225;CPR INF-PRI;JESUS MARIA-NTRA. SRA. CARIDAD DEL COBRE;Madrid-Capital;Privado Concertado;913670456;913674645;;ccjmnscaridaddelcobre.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28037;CALLE  DE LOS HERMANOS GARCÍA NOBLEJAS;17
28032638;CPR INF-PRI-SEC;PADRE MANYANET;Madrid-Norte;Privado Concertado;916624620;916624596;http://www.educa.madrid.org/cc.manyanet.alcobendas;cc.manyanet.alcobendas@educa.madrid.org;MADRID;ALCOBENDAS;ALCOBENDAS;28100;CARRETERA  DEL GOLOSO;k3,78
28032729;CPR INF;MAGDALENA AULINA;Madrid-Capital;Privado;913591607;918518903;;monicalozano@telefonica.net;MADRID;MADRID;MADRID;28033;CALLE  DE ALEIXANDRE;5
28032811;CPR INF-PRI-SEC;SAN JOAQUIN Y SANTA ANA;Madrid-Este;Privado Concertado;918894642;918836981;http://www.educa.madrid.org/cc.sanjoaquinsantaana.alcala;cc.sanjoaquinsantaana.alcala@educa.madrid.org;MADRID;ALCALÁ DE HENARES;ALCALÁ DE HENARES;28804;CALLE  SANTANDER;1
28032870;CPR INF-PRI-SEC;CIUDAD ESCUELA MUCHACHOS;Madrid-Sur;Privado Concertado;916938041;916938041;http://www.educa.madrid.org/cc.cemu.leganes;cc.cemu.leganes@educa.madrid.org;MADRID;LEGANÉS;LEGANES;28912;AVENIDA  DOCTOR FLEMING;3
28032985;CPR INF-PRI-SEC;LEGAMAR;Madrid-Sur;Privado;916933812;916933914;;director@colegiolegamar.es;MADRID;LEGANÉS;LEGANES;28900;CARRETERA ;k1,5
28033023;CPR INF;VERBO ENCARNADO;Madrid-Capital;Privado Concertado;915340516;915349851;http://www.educa.madrid.org/cc.verboencarnado.madrid;cc.verboencarnado.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28003;CALLE  DE ALENZA;28
28033035;CPR INF-PRI-SEC;MACARENA;Madrid-Capital;Privado;913599218;913596854;;crodperez@telefonica.net;MADRID;MADRID;MADRID;28016;CALLE  DE LA MACARENA;37
28033141;CPR INF-PRI-SEC;COLEGIO ZULOAGA;Madrid-Sur;Privado;916167125;916168257;www.colegiozuloaga.edu.es;info@colegiozuloaga.edu.es;MADRID;VILLAVICIOSA DE ODÓN;VILLAVICIOSA DE ODON;28670;CALLE  DUERO;35
28033278;CPR INF;LOS DELFINES ;Madrid-Este;Privado;916766894;;;;MADRID;TORREJÓN DE ARDOZ;TORREJON DE ARDOZ;28850;CARRETERA  LOECHES;22
28034118;CPR INF-PRI-SEC;ZURBARAN;Madrid-Norte;Privado Concertado;918450912;918463120;http://www.educa.madrid.org/cc.zurbaran.colmenarviejo;cc.zurbaran.colmenarviejo@educa.madrid.org;MADRID;COLMENAR VIEJO;COLMENAR VIEJO;28770;CALLE  DE ZURBARÁN;7
28034477;CPR INF-PRI-SEC;SAN LUIS GONZAGA;Madrid-Oeste;Privado;916380196;916380212;;guiadecentros@slg.es;MADRID;MAJADAHONDA;MAJADAHONDA;28221;CALLE  MAR EGEO;32
28034891;CPR INF;JAVIER GARCIA PITA;Madrid-Capital;Privado Concertado;917784511;913803255;;jgarciapita@agci.es;MADRID;MADRID;MADRID;28038;CALLE  DE HUMANES;14
28034994;CPR INF-PRI-SEC;CASTILLA;Madrid-Sur;Privado Concertado;918160318;918160287;http://www.educa.madrid.org/cc.castilla.torrejondelacalzada;cc.castilla.torrejondelacalzada@educa.madrid.org;MADRID;TORREJÓN DE LA CALZADA;TORREJON DE LA CALZADA;28991;CALLE  IGLESIA;1
28035044;CPR INF-PRI-SEC;NAZARET;Madrid-Capital;Privado Concertado;913049368;913272543;http://www.educa.madrid.org/cc.nazaret-sanblas.madrid;cc.nazaret-sanblas.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28037;CALLE  DEL CASTILLO DE UCLÉS;24
28035196;CPR INF;PAYDOS;Madrid-Capital;Privado;915529659;915529659;;paydosjosemarisa@hotmail.com;MADRID;MADRID;MADRID;28014;PLAZA  DE MARIANO DE CAVIA;2
28035275;CPR INF-PRI-SEC;COMUNIDAD INFANTIL DE VILLAVERDE;Madrid-Capital;Privado Concertado;917950884;917100331;http://www.educa.madrid.org/cc.comunidadinfantilvillaverde.madrid;cc.comunidadinfantilvillaverde.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28021;CALLE  DE VILLASTAR;10
28036000;CPR INF;EL PATIO DE MI CASA;Madrid-Capital;Privado;913160955;;;raqueldecasas@hotmail.com;MADRID;MADRID;MADRID;28035;AVENIDA  DEL CARDENAL HERRERA ORIA;338
28036012;CPR INF;CONDE DE ELDA;Madrid-Capital;Privado Concertado;917392300;913781757;http://www.educa.madrid.org/cc.condedeelda.madrid;cc.condedeelda.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28029;CALLE  DE PONFERRADA;14
28036061;CPR INF-PRI-SEC;CALASANZ;Madrid-Sur;Privado Concertado;916912398;916928509;http://www.educa.madrid.org/cc.calasanz.pinto;cc.calasanz.pinto@educa.madrid.org;MADRID;PINTO;PINTO;28320;CALLE  ASTURIAS;s/n
28036450;CPR INF-PRI-SEC;IBN GABIROL;Madrid-Norte;Privado Concertado;916501229;916504410;http://www.educa.madrid.org/cc.ibngabirol.alcobendas;cc.ibngabirol.alcobendas@educa.madrid.org;MADRID;ALCOBENDAS;ALCOBENDAS;28109;PASEO  DE ALCOBENDAS;7
28036474;CPR INF-PRI-SEC;JUAN DE VALDES;Madrid-Capital;Privado Concertado;913069750;913130262;http://www.educa.madrid.org/cc.juanvaldes.madrid;cc.juanvaldes.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28022;AVENIDA  DE CANILLEJAS A VICÁLVARO;135
28036735;CPR INF;AFUERA III B;Madrid-Capital;Privado;915528554;915524432;;colegio@afuera.com;MADRID;MADRID;MADRID;28007;CALLE  DE ÁNGEL GANIVET;12
28037259;CPR INF-PRI-SEC;MONTSERRAT;Madrid-Capital;Privado Concertado;915737507;915041448;http://www.educa.madrid.org/cc.montserrat.madrid;cc.montserrat.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28007;CALLE  DE JUAN ESPLANDIU;2
28037399;CPR INF;ALFREDO LOPEZ;Madrid-Capital;Privado Concertado;913041980;917543131;;alfredolopez@agci.es;MADRID;MADRID;MADRID;28017;CALLE  DE VILLAESCUSA;50
28037405;CPR INF-PRI-SEC;FUENTELARREYNA;Madrid-Capital;Privado Concertado;913732328;913862655;http://www.educa.madrid.org/cc.fuentelarreyna.madrid;cc.fuentelarreyna.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28035;CALLE  DE RAMÓN GÓMEZ DE LA SERNA;62
